id,rouge1_f1,rouge2_f1,rougeLsum_f1,bertscore_p,bertscore_r,bertscore_f1,bertscore_precision_only,qafacteval_available,qafacteval_score
1,0.3902439024390244,0.13793103448275862,0.2731707317073171,0.18923407793045044,0.3654668927192688,0.27449220418930054,0.18923407793045044,False,
2,0.3487179487179487,0.06217616580310881,0.1948717948717949,0.15430374443531036,0.2921001613140106,0.2226485013961792,0.15430374443531036,False,
3,0.23673469387755106,0.03292181069958847,0.1469387755102041,0.04383870214223862,0.18424734473228455,0.11343556642532349,0.04383870214223862,False,
4,0.4166666666666667,0.14018691588785046,0.2777777777777778,0.1991605907678604,0.36587685346603394,0.280263751745224,0.1991605907678604,False,
5,0.28708133971291866,0.04830917874396135,0.1722488038277512,0.11131168901920319,0.2704954743385315,0.1891285926103592,0.11131168901920319,False,
6,0.42156862745098034,0.14851485148514848,0.24509803921568632,0.2428462952375412,0.34401842951774597,0.2943892776966095,0.2428462952375412,False,
7,0.28947368421052627,0.10619469026548672,0.1929824561403509,0.07064733654260635,0.23114393651485443,0.14903053641319275,0.07064733654260635,False,
8,0.32888888888888884,0.10762331838565022,0.22222222222222224,0.07287412136793137,0.24557159841060638,0.15653498470783234,0.07287412136793137,False,
9,0.15789473684210525,0.00662251655629139,0.10526315789473684,-0.030557330697774887,0.11468420177698135,0.04116496443748474,-0.030557330697774887,False,
10,0.28571428571428575,0.0427807486631016,0.1798941798941799,0.13989676535129547,0.2546279728412628,0.19788528978824615,0.13989676535129547,False,
11,0.37349397590361444,0.024390243902439025,0.1807228915662651,0.14341707527637482,0.25885409116744995,0.20171906054019928,0.14341707527637482,False,
12,0.15328467153284672,0.007352941176470589,0.11678832116788321,-0.006996948271989822,0.11794821172952652,0.05579645559191704,-0.006996948271989822,False,
13,0.1937984496124031,0.0390625,0.14728682170542637,-0.08578448742628098,0.1163594052195549,0.009835155680775642,-0.08578448742628098,False,
14,0.33507853403141363,0.05291005291005291,0.13612565445026178,0.11246653646230698,0.19343243539333344,0.15500622987747192,0.11246653646230698,False,
15,0.4631578947368421,0.19148936170212766,0.2842105263157894,0.29656535387039185,0.36766499280929565,0.33389225602149963,0.29656535387039185,False,
16,0.46861924686192474,0.1856540084388186,0.2928870292887029,0.21762926876544952,0.39783698320388794,0.3046236038208008,0.21762926876544952,False,
17,0.3843137254901961,0.16600790513833993,0.2823529411764706,0.17557479441165924,0.37899720668792725,0.27251681685447693,0.17557479441165924,False,
18,0.4463519313304721,0.14718614718614717,0.26609442060085836,0.20795002579689026,0.3521933853626251,0.27910885214805603,0.20795002579689026,False,
19,0.5229357798165137,0.19444444444444445,0.3211009174311927,0.295453816652298,0.42137566208839417,0.358213871717453,0.295453816652298,False,
20,0.4016393442622951,0.10743801652892562,0.22131147540983606,0.12965403497219086,0.3417556583881378,0.2301691770553589,0.12965403497219086,False,
21,0.35059760956175295,0.09638554216867469,0.2310756972111554,0.19365692138671875,0.349144846200943,0.2698208689689636,0.19365692138671875,False,
22,0.31343283582089554,0.05263157894736842,0.22388059701492535,0.1357101947069168,0.30960559844970703,0.21993312239646912,0.1357101947069168,False,
23,0.380952380952381,0.057692307692307696,0.2380952380952381,0.1772010773420334,0.2609034776687622,0.22082525491714478,0.1772010773420334,False,
24,0.33628318584070793,0.05357142857142857,0.19469026548672566,0.04956383630633354,0.22365613281726837,0.13379916548728943,0.04956383630633354,False,
25,0.4273504273504274,0.10344827586206896,0.2564102564102564,0.1449969857931137,0.33489590883255005,0.2361210286617279,0.1449969857931137,False,
26,0.32067510548523204,0.07659574468085106,0.16033755274261602,0.022110652178525925,0.19903215765953064,0.10751665383577347,0.022110652178525925,False,
27,0.3697478991596639,0.11864406779661017,0.2773109243697479,0.17811274528503418,0.32568588852882385,0.2507837414741516,0.17811274528503418,False,
28,0.35497835497835495,0.07860262008733623,0.20779220779220778,-0.0009557108278386295,0.1302841454744339,0.06462148576974869,-0.0009557108278386295,False,
29,0.29959514170040485,0.04081632653061225,0.17004048582995954,0.03909407556056976,0.12149212509393692,0.08250542730093002,0.03909407556056976,False,
30,0.38674033149171266,0.06703910614525138,0.17679558011049723,0.13912107050418854,0.22329367697238922,0.18307510018348694,0.13912107050418854,False,
31,0.3316582914572864,0.10152284263959391,0.19095477386934676,0.0860174298286438,0.33736032247543335,0.20255036652088165,0.0860174298286438,False,
32,0.2561576354679803,0.04975124378109452,0.12807881773399016,-0.05920835956931114,0.2430105358362198,0.07593133300542831,-0.05920835956931114,False,
33,0.29032258064516125,0.07608695652173914,0.16129032258064516,0.10142762213945389,0.29982444643974304,0.19609756767749786,0.10142762213945389,False,
34,0.25688073394495414,0.027777777777777776,0.14678899082568808,0.05041244998574257,0.29383066296577454,0.1635366678237915,0.05041244998574257,False,
35,0.20161290322580644,0.024390243902439025,0.12096774193548386,-0.10031021386384964,0.10512405633926392,-0.003418615087866783,-0.10031021386384964,False,
36,0.26605504587155965,0.02777777777777778,0.1926605504587156,0.013875944539904594,0.13271895051002502,0.07392571121454239,0.013875944539904594,False,
37,0.35175879396984927,0.060913705583756333,0.19095477386934673,0.11210564523935318,0.12886786460876465,0.12395896762609482,0.11210564523935318,False,
38,0.4079601990049751,0.18090452261306533,0.3283582089552239,0.11700905859470367,0.2392842173576355,0.1784486174583435,0.11700905859470367,False,
39,0.2129277566539924,0.030651340996168584,0.15969581749049427,-0.07663725316524506,0.06095302477478981,-0.008254771120846272,-0.07663725316524506,False,
40,0.2232142857142857,0.0,0.125,-0.11034129559993744,0.06636836379766464,-0.025330517441034317,-0.11034129559993744,False,
41,0.23655913978494622,0.021660649819494584,0.15053763440860213,0.07470892369747162,0.18286697566509247,0.12984223663806915,0.07470892369747162,False,
42,0.37551020408163266,0.07407407407407408,0.236734693877551,0.11913973093032837,0.2178766131401062,0.16987478733062744,0.11913973093032837,False,
43,0.4647302904564315,0.17573221757322177,0.2821576763485477,0.22335773706436157,0.3537136912345886,0.28826338052749634,0.22335773706436157,False,
44,0.35944700460829493,0.018604651162790697,0.2119815668202765,0.07409029453992844,0.17068135738372803,0.12394901365041733,0.07409029453992844,False,
45,0.25867507886435326,0.03809523809523809,0.1829652996845426,0.00998672191053629,0.166797935962677,0.08674515038728714,0.00998672191053629,False,
46,0.3293172690763052,0.040485829959514164,0.20883534136546184,0.028166448697447777,0.09922951459884644,0.06633903086185455,0.028166448697447777,False,
47,0.3076923076923077,0.04651162790697675,0.19999999999999998,0.04595530405640602,0.16242530941963196,0.10489492863416672,0.04595530405640602,False,
